layer,pos,p2f_train,p2f_test,p2f_auroc,f2p_train,f2p_test,f2p_auroc
25,2,1.0,0.7166666666666667,0.8344,1.0,0.6066666666666667,0.6824888888888889
25,3,1.0,0.7366666666666667,0.8180444444444445,1.0,0.6266666666666667,0.7046222222222223
25,4,1.0,0.7633333333333333,0.8322222222222222,1.0,0.6433333333333333,0.6979111111111111
26,0,1.0,0.5466666666666666,0.5554666666666667,1.0,0.51,0.492
26,1,1.0,0.8,0.9138666666666667,1.0,0.6066666666666667,0.6459111111111111
26,2,1.0,0.7366666666666667,0.8287111111111111,1.0,0.58,0.6730666666666667
26,3,1.0,0.7533333333333333,0.8202222222222222,1.0,0.62,0.6914666666666667
26,4,1.0,0.7833333333333333,0.8390222222222222,1.0,0.6433333333333333,0.6975111111111111
27,0,1.0,0.5566666666666666,0.5692,1.0,0.5266666666666666,0.5122666666666666
27,1,1.0,0.7866666666666666,0.9172444444444444,1.0,0.62,0.6571111111111111
27,2,1.0,0.7133333333333334,0.8210666666666666,1.0,0.5733333333333334,0.6603555555555556
27,3,1.0,0.77,0.8431111111111111,1.0,0.5866666666666667,0.6844
27,4,1.0,0.7666666666666667,0.8357333333333333,1.0,0.6233333333333333,0.6901333333333334
28,0,1.0,0.5466666666666666,0.5254222222222222,1.0,0.5166666666666667,0.4875111111111111
28,1,1.0,0.8133333333333334,0.9162666666666667,1.0,0.6033333333333334,0.6487555555555555
28,2,1.0,0.72,0.8280444444444445,1.0,0.6,0.6664888888888889
28,3,1.0,0.7366666666666667,0.8179111111111111,1.0,0.6166666666666667,0.6824
28,4,1.0,0.74,0.8420444444444445,1.0,0.6166666666666667,0.6942666666666667
29,0,1.0,0.55,0.5214666666666666,1.0,0.5166666666666667,0.4902222222222222
29,1,1.0,0.8233333333333334,0.9135111111111112,1.0,0.6133333333333333,0.6619111111111111
29,2,1.0,0.74,0.8471111111111111,1.0,0.61,0.6679111111111111
29,3,1.0,0.7166666666666667,0.8150222222222222,1.0,0.6233333333333333,0.6694222222222223
29,4,1.0,0.7733333333333333,0.8421777777777778,1.0,0.6266666666666667,0.6887111111111112
30,0,1.0,0.5566666666666666,0.5373333333333333,1.0,0.48333333333333334,0.5136444444444445
30,1,1.0,0.8466666666666667,0.9161333333333334,1.0,0.6166666666666667,0.6641333333333334
30,2,1.0,0.7366666666666667,0.8133333333333334,1.0,0.5866666666666667,0.6664
30,3,1.0,0.7033333333333334,0.7944444444444444,1.0,0.6133333333333333,0.6677777777777778
30,4,1.0,0.7966666666666666,0.8530222222222222,1.0,0.61,0.668
31,0,1.0,0.53,0.5453777777777777,1.0,0.4866666666666667,0.5217333333333334
31,1,1.0,0.8333333333333334,0.9054666666666666,1.0,0.5966666666666667,0.6507555555555555
31,2,1.0,0.7033333333333334,0.796,1.0,0.5933333333333334,0.6378666666666667
31,3,1.0,0.6766666666666666,0.7417333333333334,1.0,0.5733333333333334,0.6141333333333333
31,4,1.0,0.6866666666666666,0.7635555555555555,1.0,0.5766666666666667,0.6093777777777778
